,sex,age,educyr,farm,urban,hhsize,rlfood,exp12m,commune
3388,male,40,13.0,no,no,6,8814.849310344198,84.00001689716338,111
3390,male,33,14.0,no,no,4,7012.019310786218,369.00013134906874,111
3391,female,74,3.0,yes,no,2,4663.712109352098,14.999996983467152,111
3392,female,58,9.0,yes,no,4,7261.095559888839,80.0000292260948,111
3393,male,41,5.0,yes,no,7,7349.716352752735,39.00001380094624,112
3394,male,62,7.0,yes,no,4,5898.362210986632,1169.999967483592,112
3395,male,38,4.0,yes,no,7,4128.485864628579,753.999722522052,112
3396,female,75,0.0,yes,no,2,2184.9866550883776,585.0000893693707,112
3397,male,50,7.0,yes,no,6,6109.767505691417,233.99997300629934,112
3398,male,48,5.0,yes,no,8,5840.898986384019,832.0004652368845,112
3399,male,42,3.0,yes,no,7,5523.870107267988,169.00004817800746,112
3400,male,42,7.0,yes,no,8,6573.344248437876,429.00003477988207,112
3401,female,45,5.0,yes,no,4,6413.016294499045,130.00007144079393,112
3402,male,43,7.0,yes,no,9,6100.872056344114,688.9998132716146,112
3403,male,31,9.0,no,no,6,5759.3908909543,467.99986151056197,112
3404,female,63,3.0,yes,no,2,2019.1562396713475,130.00007144079393,112
3405,female,71,2.0,yes,no,8,6174.887853779478,660.0001088864979,112
3406,male,40,0.0,yes,no,7,4400.788463048377,1416.9996603583465,112
3407,male,37,9.0,no,no,10,9486.15835645538,3964.9994684166563,112
3408,male,43,3.0,yes,no,8,5332.476268585399,195.00008608008832,112
3409,male,44,8.0,yes,no,5,4904.620505023962,1694.9999664143377,112
3410,male,33,5.0,yes,no,7,4307.805979474994,74.9999914847772,112
3411,male,56,5.0,yes,no,6,4473.037558002548,273.0000559145118,112
3412,male,57,2.0,yes,no,7,5255.870913360866,90.99995390697832,112
3413,male,49,7.0,yes,no,9,5619.387774320347,4383.996367297006,112
3414,female,59,4.0,yes,no,1,1701.9977718565485,25.999986011445234,112
3415,male,60,8.0,yes,no,4,4649.328130139771,467.99986151056197,112
3416,male,50,5.0,yes,no,4,4590.26942688662,520.000097980763,112
3417,male,71,4.0,yes,no,11,9932.00847569376,712.000063074676,112
3418,male,33,2.0,no,no,3,5834.051628633437,1495.0007686921413,112
3419,male,44,8.0,yes,no,8,9289.769315368922,832.0004652368845,112
3420,male,41,6.0,yes,no,9,5932.678047023141,2483.00053258328,112
3421,female,66,3.0,yes,no,7,5172.968599967116,8606.000745292149,112
3422,male,42,10.0,yes,no,8,7531.895382925868,3215.001168100633,112
3423,male,44,9.0,yes,no,7,4459.067756680873,104.00001048929774,112
3424,male,38,13.0,yes,no,7,11289.326490937563,39.00001380094624,112
3425,male,43,9.0,yes,no,5,2472.8707457974656,2425.0004768239555,113
3426,male,29,9.0,yes,no,5,2714.909775619975,5600.000690349891,113
3427,male,44,9.0,yes,no,5,7070.418847049692,8889.9970795648,113
3428,male,45,16.0,yes,no,7,8555.19517320486,60.00002626667969,113
3429,male,34,11.0,yes,no,5,4075.036570538624,494.000238509224,113
3430,male,37,5.0,yes,no,8,6224.27967638185,39.00001380094624,113
3431,male,35,11.0,yes,no,7,24332.544180544573,5512.001032433552,113
3432,male,30,5.0,yes,no,5,6013.330296910424,260.0000959359805,113
3433,male,27,9.0,yes,no,5,5377.02217044007,311.99994140344694,113
3434,male,45,9.0,yes,no,7,7678.411739484167,530.9999887205306,113
3435,male,54,3.0,yes,no,3,9891.875078268997,6883.000809452105,113
3436,male,34,5.0,yes,no,5,4997.389724509858,5996.000844102019,113
3437,male,45,5.0,yes,no,4,9082.020782746757,25.999986011445234,113
3438,male,32,11.0,yes,no,4,5638.475463148884,195.00008608008832,113
3439,male,37,6.0,yes,no,7,11336.705332326004,1559.9998436200185,113
3440,male,33,11.0,yes,no,4,3390.8265814864917,717.0001142900815,113
3441,male,34,6.0,yes,no,4,2567.756912274408,90.99995390697832,113
3442,male,29,7.0,yes,no,5,3821.3001610944502,117.00000762866277,113
3443,male,40,10.0,yes,no,6,7439.136059130855,520.000097980763,113
3444,male,31,13.0,yes,no,3,4260.177052417035,520.000097980763,113
3445,male,36,9.0,yes,no,6,5640.776430503271,25.999986011445234,113
3446,male,61,5.0,yes,no,3,4420.322781968311,3338.997863228823,113
3447,female,75,3.0,yes,no,2,3513.0433778579554,260.0000959359805,113
3448,female,66,5.0,yes,no,1,2151.3030342889415,7899.999696204611,113
3449,female,33,9.0,yes,no,2,2750.579786793391,956.999625379596,113
3450,male,32,9.0,no,no,6,7186.28049177258,922.9997835538928,113
3451,female,48,2.0,yes,no,3,3636.5183294804465,130.00007144079393,113
3452,male,59,14.0,yes,no,4,5474.164826807667,268.0000052230905,113
3453,male,36,17.0,yes,no,4,2541.449839196809,857.9999146393322,113
3454,male,44,5.0,yes,no,6,5896.227390292108,390.00010174177345,113
3455,male,24,9.0,yes,no,5,3928.017010341561,1300.0005935156187,113
3456,male,36,9.0,yes,no,7,5483.440437448349,143.00005287284299,113
3457,male,72,5.0,yes,no,7,5334.641693501958,36.0000022155801,114
3458,male,73,0.0,yes,no,2,1998.1119726389077,611.0000249461559,114
3459,female,56,11.0,yes,no,2,2837.631487718275,3973.998318554213,114
3460,male,35,9.0,yes,no,5,4736.472787390887,546.000013243282,114
3461,male,81,0.0,yes,no,2,2261.2883585659756,650.0004141218382,114
3462,female,49,6.0,yes,no,5,3532.948251259133,63.0000172373358,114
3463,male,31,10.0,yes,no,5,3144.6598264703402,169.00004817800746,114
3464,male,38,12.0,no,no,5,5850.848661230283,338.0000353267414,114
3465,male,58,13.0,yes,no,4,4441.204933376032,88.00001632591938,114
3466,female,70,0.0,yes,no,1,904.4119920582949,1221.9998292480693,114
3467,female,42,10.0,yes,no,6,4046.0646647905082,155.99999886907224,114
3468,female,38,9.0,yes,no,5,2712.228769396825,207.9999834221266,114
3469,female,55,5.0,yes,no,5,3210.5033156966233,1533.0001856895203,114
3470,female,72,9.0,yes,no,3,2860.9728405125466,143.00005287284299,114
3471,male,34,13.0,yes,no,7,8658.54522872622,199.0000348798291,114
3472,male,35,13.0,yes,no,4,1125.6512094361758,424.99992820712873,114
3474,male,52,3.0,yes,no,6,4527.820604723526,52.00001463376783,114
3475,male,50,14.0,yes,no,5,3149.8622477801105,78.00001351821305,114
3476,male,58,15.0,yes,no,2,2536.8108493482086,644.0001763888203,114
3477,male,56,16.0,yes,no,7,13142.072446029111,767.0001523513297,114
3479,male,73,5.0,yes,no,2,2162.663839788222,60.00002626667969,114
3480,male,29,9.0,yes,no,5,3259.44104150884,390.00010174177345,114
3481,female,40,9.0,yes,no,5,3754.584854386174,193.99996914171686,114
3483,female,39,7.0,yes,no,2,1301.808850788265,454.99980937735745,114
3484,male,33,12.0,yes,no,4,4248.8770352314805,207.9999834221266,114
3485,male,29,8.0,yes,no,5,3463.1297111635995,25.999986011445234,114
3486,male,32,12.0,yes,no,5,4151.010178044312,182.00005695203214,114
3487,male,35,13.0,yes,no,6,4353.446024471949,64.99998245678597,114
3488,male,26,9.0,no,no,4,2578.2135097801806,621.9999423162333,114
3489,male,57,5.0,yes,no,6,6810.276497445349,90.99995390697832,115
3490,male,55,10.0,yes,no,7,4892.183469060161,299.00012755621196,115
3491,male,32,8.0,yes,no,6,5039.363180465761,104.00001048929774,115
3492,male,74,5.0,yes,no,1,658.191551063846,1300.0005935156187,115
3493,male,70,3.0,yes,no,6,4437.076532791817,832.0004652368845,115
3494,male,62,15.0,yes,no,4,5256.585760413588,806.0002075396847,115
3495,male,26,9.0,no,no,5,4045.465891530429,2990.0009975098164,115
3496,female,57,10.0,no,no,2,1987.3413113600857,105.99999002412139,115
3497,male,35,10.0,no,no,7,6011.213977140046,1869.0003598655885,115
3498,male,40,12.0,yes,no,6,3608.8087113138176,2625.999855930446,115
3499,male,35,12.0,yes,no,4,3964.9756784912124,52.00001463376783,115
3500,male,78,5.0,yes,no,4,3599.90235332519,2417.999924619484,115
3501,male,48,10.0,yes,no,5,4603.922792295857,467.99986151056197,115
3502,female,41,9.0,yes,no,4,2975.918470760714,104.00001048929774,115
3503,male,38,12.0,yes,no,5,4409.140272988207,233.99997300629934,115
3504,male,55,6.0,yes,no,7,7644.830906983654,5512.001032433552,115
3505,male,48,11.0,yes,no,3,3323.8299618872466,390.00010174177345,115
3506,male,38,5.0,yes,no,6,3233.6118134962207,260.0000959359805,115
3507,male,57,9.0,yes,no,2,4603.563700322826,257.99984909026693,115
3508,male,60,7.0,yes,no,4,4019.33602475523,149.99995588556808,115
3509,male,33,12.0,yes,no,5,4327.0357401945275,510.0001398836496,115
3510,male,34,10.0,yes,no,3,5569.686234465945,1196.000078325353,115
3511,male,30,9.0,yes,no,3,2147.5200709328556,130.00007144079393,115
3512,male,35,10.0,yes,no,5,1678.4398832154707,64.99998245678597,115
3513,male,33,9.0,yes,no,7,5093.82856156723,52.00001463376783,115
3514,female,44,9.0,yes,no,3,3595.883507339862,857.9999146393322,115
3515,male,39,9.0,yes,no,6,5517.388888981594,2650.000214702299,115
3516,male,39,10.0,yes,no,6,4607.95298769247,260.0000959359805,115
3517,male,35,12.0,no,no,7,7256.2322552526975,104.00001048929774,115
3518,male,37,10.0,no,no,6,7481.562952422831,324.9999407428408,115
3519,male,40,9.0,yes,no,8,3629.1836058682975,324.9999407428408,115
3520,male,27,9.0,yes,no,5,4346.299185389753,318.00019627596424,115
3521,male,36,14.0,yes,no,8,5565.582887980053,844.9994698833542,115
3522,male,38,9.0,yes,no,6,4430.120218367598,100.9999477990463,115
3523,male,42,10.0,yes,no,7,8110.30699275253,155.99999886907224,115
3525,male,38,10.0,no,no,6,7186.977594789233,64.99998245678597,115
3526,male,38,10.0,no,no,5,6680.612807682039,2.00000003888011,115
3527,male,62,5.0,yes,no,3,3198.0674996386506,910.0003644451576,115
3528,male,23,6.0,yes,no,3,2822.8322390253206,598.0001471375402,115
3529,male,47,9.0,yes,no,5,8982.21688515499,4147.997638339283,116
3530,female,44,9.0,yes,no,3,3429.922688122563,104.00001048929774,116
3531,female,45,9.0,yes,no,3,2545.667058138618,520.000097980763,116
3532,male,56,9.0,yes,no,4,8991.212585854093,650.0004141218382,116
3533,male,48,9.0,yes,no,4,5513.158674198499,130.00007144079393,116
3534,male,52,15.0,yes,no,4,9070.521148971378,130.00007144079393,116
3535,male,48,10.0,yes,no,4,4673.095597938742,47.999999476421245,116
3536,male,48,15.0,yes,no,3,5115.912196386754,260.0000959359805,116
3537,female,43,9.0,yes,no,7,8017.195889426817,520.000097980763,116
3538,male,43,3.0,yes,no,5,5157.292440870692,39.999981835446675,116
3539,male,33,11.0,yes,no,5,4109.863108494716,442.0000521216605,116
3540,male,46,12.0,yes,no,4,6990.6023177061925,5549.998852590456,116
3541,male,42,8.0,yes,no,7,5828.482768881871,109.99995976284156,116
3543,male,59,5.0,yes,no,5,4329.7063450431015,600.0002068703479,116
3544,female,33,10.0,yes,no,1,2283.9461649823124,64.99998245678597,116
3545,male,40,15.0,yes,no,5,4784.252144348336,5040.0032202313405,116
3546,male,51,9.0,yes,no,5,6073.704533777641,376.99992933210655,116
3547,male,67,9.0,yes,no,5,8951.935098309019,1324.0003488780792,116
3548,female,45,9.0,yes,no,3,6203.717573693627,6109.999681267941,116
3549,male,46,9.0,yes,no,3,6267.294241149183,233.99997300629934,116
3550,male,40,15.0,no,no,5,6547.30635150345,1766.9991654112941,116
3551,female,41,9.0,yes,no,2,3550.6749813942797,188.00000698796973,116
3552,male,55,9.0,yes,no,5,3946.5695018376055,324.9999407428408,116
3553,male,50,9.0,yes,no,5,5485.875625574335,25.999986011445234,116
3554,male,47,3.0,yes,no,5,10379.873814014656,195.00008608008832,116
3555,male,38,13.0,no,no,5,9558.632959955357,78.00001351821305,116
3556,male,38,14.0,no,no,4,7670.445683197048,5357.9997315398095,116
3558,male,50,9.0,yes,no,4,6385.7741102628415,168.00000346025254,116
3559,male,46,10.0,yes,no,5,5232.597041169637,260.0000959359805,116
3560,male,52,9.0,yes,no,6,9121.458559037435,1005.0001804043741,116
3561,male,46,8.0,yes,no,5,4481.634040095884,1508.0006807597579,117
3562,female,33,12.0,yes,no,3,3664.1878735072,149.99995588556808,117
3563,male,33,10.0,no,no,4,6472.0164470664395,2942.0002907832254,117
3564,female,45,15.0,yes,no,4,5935.057527974043,14199.996541031627,117
3565,male,45,15.0,yes,no,5,6606.841618696916,1058.0004100615765,117
3566,male,53,10.0,yes,no,6,7168.4089126978115,650.0004141218382,117
3567,female,38,10.0,no,no,4,4948.090383406244,219.00005917019425,117
3568,female,41,9.0,yes,no,3,4826.26424914556,1169.999967483592,117
3570,male,28,13.0,yes,no,4,4375.9197269467195,271.99998196748925,117
3571,male,49,15.0,yes,no,4,6268.83618518385,945.0000685184157,117
3572,male,65,3.0,yes,no,4,6415.6974956421445,4003.9994376978566,117
3573,male,45,9.0,yes,no,5,6702.876221145489,217.9999863119791,117
3574,female,63,9.0,no,no,2,4649.142160733977,109.99995976284156,117
3575,male,90,3.0,no,no,4,5338.398603531342,2008.9992670869308,117
3576,male,41,5.0,no,no,5,6736.53515656554,529.9999965305313,117
3577,female,60,2.0,yes,no,3,3773.8915899029525,39.00001380094624,117
3578,male,75,9.0,yes,no,6,3034.500166060255,2730.000305271332,117
3579,male,80,5.0,yes,no,9,7164.904417658373,24565.050490885384,117
3580,male,57,15.0,yes,no,5,4494.348510875596,2269.001169034841,117
3581,male,34,9.0,yes,no,6,4624.67788021526,390.00010174177345,117
3582,male,32,10.0,yes,no,3,3360.3586892078033,195.00008608008832,117
3583,male,33,4.0,yes,no,4,4469.380109380527,9021.997131290085,117
3584,male,43,6.0,yes,no,7,5453.407927325516,1040.0000081791652,117
3585,male,63,15.0,yes,no,5,4320.118018663223,650.0004141218382,117
3586,male,45,9.0,yes,no,4,7226.123481056023,453.9999100892368,117
3587,male,28,3.0,yes,no,5,5553.285424640527,324.9999407428408,117
3588,male,32,6.0,yes,no,5,3879.2379162963,155.99999886907224,117
3589,male,53,5.0,yes,no,5,4528.95270138089,260.0000959359805,117
3590,male,52,5.0,yes,no,4,4963.473117609006,390.00010174177345,117
3591,male,33,8.0,yes,no,7,10142.248519012754,675.9999485949585,117
3592,male,24,12.0,yes,no,3,3889.5937627907924,260.0000959359805,117
3593,female,58,4.0,no,no,6,4600.296330149266,130.00007144079393,118
3594,female,58,5.0,yes,no,4,5537.326045750445,1369.999974213626,118
3595,male,47,9.0,no,no,3,5959.137292490307,260.0000959359805,118
3596,female,74,1.0,yes,no,5,3790.9389065698497,1040.0000081791652,118
3597,male,29,3.0,no,no,4,3750.8884091027708,792.9998242435853,118
3599,male,55,4.0,yes,no,4,3780.358025994769,195.00008608008832,118
3600,male,29,5.0,yes,no,3,6283.899460728572,3119.9991238931166,118
3601,male,64,2.0,yes,no,2,2863.8495635284476,558.000020991229,118
3602,male,53,9.0,no,no,5,5786.060837008072,1624.999846008771,118
3603,male,63,5.0,no,no,7,11154.920723184407,12310.994452078465,118
3604,male,38,9.0,yes,no,6,5281.133332637826,2299.999075590531,118
3605,female,58,3.0,yes,no,1,2560.3877734333946,2210.000454128972,118
3606,male,33,9.0,no,no,4,4469.625932046611,90.99995390697832,118
3607,male,23,2.0,yes,no,3,3136.8581851114627,910.0003644451576,118
3608,male,28,9.0,yes,no,4,4289.9398892754825,883.9999446283247,118
3609,male,56,9.0,yes,no,7,7406.0387966284425,268.0000052230905,118
3610,male,64,9.0,yes,no,2,3431.360126851273,299.00012755621196,118
3611,male,36,12.0,yes,no,6,5618.814625998427,1066.0004213623918,118
3612,male,65,5.0,no,no,2,2635.1779713395945,1429.9989657472215,118
3613,male,43,10.0,yes,no,7,6870.430177030948,52.00001463376783,118
3614,female,51,5.0,yes,no,2,2791.7446445188,429.00003477988207,118
3615,male,47,15.0,yes,no,6,8029.760653832419,178.00008004802692,118
3616,male,37,10.0,no,no,4,4228.93725279435,7526.993714697706,118
3617,female,77,3.0,yes,no,2,3040.3198418474667,52.00001463376783,118
3618,male,35,10.0,yes,no,5,5321.96034306446,260.0000959359805,118
3619,male,48,12.0,yes,no,3,8970.637295814056,396.999888567201,118
3620,male,39,13.0,yes,no,6,6543.235193214299,69.00003418279756,118
3622,female,28,9.0,no,no,5,4118.758244712697,12.999995353000852,118
3623,male,38,7.0,yes,no,4,4079.2808923947855,130.00007144079393,118
3625,male,30,9.0,no,no,7,6930.006291168095,1313.0001650404386,119
3626,male,33,9.0,no,no,5,2789.130004936829,520.000097980763,119
3627,male,69,3.0,no,no,9,6345.924025234421,1300.0005935156187,119
3628,male,52,2.0,no,no,5,4302.114822653649,663.0000065067735,119
3629,male,34,13.0,no,no,7,8371.103544385056,533.0003069196931,119
3630,male,43,10.0,no,no,4,5648.972786995143,520.000097980763,119
3631,male,43,9.0,no,no,7,7071.3097759517605,3440.000858736098,119
3632,male,44,8.0,no,no,5,4097.834735914804,182.00005695203214,119
3633,male,40,14.0,no,no,5,4834.374353347123,246.99991685290374,119
3634,male,38,12.0,no,no,6,6568.902169317833,415.9998917313286,119
3635,male,51,12.0,yes,no,4,4894.302243183763,1585.9993621191861,119
3636,male,36,7.0,no,no,5,3898.93999881853,39.00001380094624,119
3637,male,55,3.0,no,no,5,5435.463084144098,650.0004141218382,119
3638,male,34,9.0,no,no,5,6895.725459544106,975.000515777235,119
3640,male,75,4.0,no,no,3,4023.176324109947,780.0000626467654,119
3641,male,49,7.0,yes,no,7,5053.235448545274,1721.9988204516249,119
3642,male,45,9.0,no,no,5,5855.853276003584,857.9999146393322,119
3643,male,46,4.0,no,no,5,5283.8062622983125,792.9998242435853,119
3644,male,37,13.0,yes,no,7,4977.096659959593,2742.000383544791,119
3645,male,33,9.0,yes,no,5,3973.29498309885,260.0000959359805,119
3646,male,43,12.0,no,no,8,4344.569702503897,52.00001463376783,119
3647,male,49,8.0,no,no,5,3740.5165655424266,975.000515777235,119
3648,male,67,5.0,no,no,6,6474.528076672542,1429.9989657472215,119
3649,male,54,15.0,no,no,5,5103.577278580506,265.000046113655,119
3650,male,40,12.0,yes,no,5,7250.763118255988,572.0000049307557,119
3651,female,74,3.0,yes,no,2,1084.9411230151254,442.0000521216605,119
3652,male,61,4.0,yes,no,4,6959.340548077005,305.99996880257305,119
3653,male,69,5.0,no,no,5,6813.001152939091,2483.00053258328,119
3654,male,37,12.0,no,no,6,8603.677438751429,663.0000065067735,119
3655,male,47,12.0,no,no,5,5501.301612280299,1466.0001723332994,119
3656,male,41,10.0,no,no,6,4602.3899412398905,207.9999834221266,119
3657,female,68,2.0,no,no,1,938.3715694075212,260.0000959359805,120
3658,male,54,9.0,yes,no,7,7471.783465259948,1620.000926273449,120
3660,female,80,0.0,yes,no,1,1070.4313745539107,324.9999407428408,120
3662,male,73,1.0,yes,no,5,4069.697697990275,454.99980937735745,120
3663,male,40,9.0,yes,no,7,6233.560765794195,660.0001088864979,120
3664,male,54,9.0,yes,no,5,4841.737873330175,7280.996400312994,120
3665,female,79,0.0,yes,no,1,1554.7499378348796,1559.9998436200185,120
3666,male,70,5.0,yes,no,2,2312.1543778741407,637.9998192260499,120
3668,male,65,4.0,yes,no,5,5467.736460540947,195.00008608008832,120
3669,male,77,4.0,yes,no,2,1552.4226659898159,2920.000305834021,120
3670,female,37,9.0,yes,no,4,6281.311027404626,2950.0016244655444,120
3671,male,47,9.0,yes,no,8,10386.435967687245,6669.999073472568,120
3672,male,56,7.0,yes,no,7,6618.182073733599,1365.0003991000415,120
3673,female,58,4.0,yes,no,6,6619.452886685897,7270.003122265276,120
3674,male,43,11.0,yes,no,4,5248.738284811453,6654.995136333368,120
3675,male,57,3.0,yes,no,5,7021.112779107674,2360.000240673624,120
3676,female,44,9.0,yes,no,3,4356.738474055576,311.99994140344694,120
3677,male,35,9.0,yes,no,5,6104.045334794305,780.0000626467654,120
3678,male,75,0.0,yes,no,2,3520.38627574856,233.99997300629934,120
3679,female,34,9.0,yes,no,5,5514.6033110102935,1460.0004165345813,120
3680,female,75,2.0,yes,no,2,3357.295439137599,260.0000959359805,120
3681,male,44,8.0,yes,no,7,6704.847156467803,390.00010174177345,120
3682,male,61,9.0,yes,no,4,5147.811747692035,611.0000249461559,120
3683,male,42,9.0,yes,no,6,7036.822515259662,260.0000959359805,120
3684,male,32,12.0,yes,no,4,4377.48220917572,364.00004818022944,120
3685,male,74,6.0,yes,no,7,5897.324190585974,1624.999846008771,120
3686,male,69,5.0,yes,no,2,2141.4319076883785,1040.0000081791652,120
3687,female,47,9.0,yes,no,8,5405.7636178906205,390.00010174177345,120
3688,male,45,12.0,yes,no,6,5389.699979912822,130.00007144079393,120
